LaptopID,Company,Type,Inches,ScreenAndRes,Screen,Resolution,CpuMan,CPU/Withclock,CPU,Ram,Ram(GB),Storage(Primary),Storage(Secondary),Storage(P(GB)),Storage(S(GB)),Storage(GB),Gpu,OS,Matched_CPU,Matched_GPU
938,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7300HQ 2.5GHz,Core i5 7300HQ 2.5GHz,Core i5 7300HQ ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 1050,No OS,Core i5-7300HQ,NVIDIA GeForce GTX 1050 Mobile 3 GB
671,HP,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.50GHz,Core i5 7200U 2.50GHz,Core i5 7200U 2,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce 930MX,Windows 10,Core i5-4200U,NVIDIA GeForce 930MX
407,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,12GB,12,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
13,Acer,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,1TB HDD,,1000,0,"1,000",Nvidia GeForce 940MX,Windows 10,Core i5-4200U,NVIDIA GeForce 940MX
174,Asus,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,1TB HDD,,1000,0,"1,000",Nvidia GeForce 920,Linux,Core i5-4200U,NVIDIA GeForce RTX 4050
333,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,1TB HDD,,1000,0,"1,000",Intel HD Graphics,Windows 10,Core i5-4200U,Intel HD Graphics 505
509,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
950,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,1TB HDD,,1000,0,"1,000",Nvidia GeForce 920M,Windows 10,Core i5-4200U,NVIDIA GeForce 920M
1121,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,1TB HDD,,1000,0,"1,000",Nvidia GeForce 920MX,No OS,Core i5-4200U,NVIDIA GeForce 920MX
1129,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
1079,Lenovo,Notebook,17.3,1600x900,Regular,1600x900,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,1TB HDD,,1000,0,"1,000",Nvidia GeForce 920MX,Windows 10,Core i5-4200U,NVIDIA GeForce 920MX
301,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,1TB HDD,,1000,0,"1,000",Intel HD Graphics 520,Linux,Core i5-4200U,Intel HD Graphics 520
361,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
363,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,1TB HDD,,1000,0,"1,000",AMD Radeon R5 M420,Windows 10,Core i5-4200U,AMD Radeon R5 M420
834,HP,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
966,Lenovo,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,No OS,Core i5-4200U,Intel HD Graphics 620
1001,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,6GB,6,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
195,Asus,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Full HD / Touchscreen ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,6GB,6,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
1085,Lenovo,Notebook,17.3,1600x900,Regular,1600x900,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,6GB,6,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 940M,Windows 10,Core i5-4200U,NVIDIA GeForce 940M
65,Acer,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,6GB,6,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
214,Asus,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
324,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,1TB HDD,,1000,0,"1,000",AMD Radeon R7 M445,Windows 10,Core i5-4200U,AMD Radeon R7 M445
413,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Linux,Core i5-4200U,Intel HD Graphics 620
456,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
508,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,1TB HDD,,1000,0,"1,000",AMD Radeon R5 M430,Windows 10,Core i5-4200U,AMD Radeon R5 M430
668,HP,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
770,HP,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
939,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
700,HP,Notebook,17.3,1600x900,Regular,1600x900,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce 930MX,Windows 10,Core i5-4200U,NVIDIA GeForce 930MX
867,Lenovo,Notebook,17.3,1600x900,Regular,1600x900,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,No OS,Core i5-4200U,Intel HD Graphics 620
1106,Lenovo,Notebook,17.3,1600x900,Regular,1600x900,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 940MX,No OS,Core i5-4200U,NVIDIA GeForce 940MX
277,Asus,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce 940MX,Linux,Core i5-4200U,NVIDIA GeForce 940MX
317,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,1TB HDD,,1000,0,"1,000",AMD Radeon R7 M445,Windows 10,Core i5-4200U,AMD Radeon R7 M445
408,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,1TB HDD,,1000,0,"1,000",AMD Radeon R7 M445,Linux,Core i5-4200U,AMD Radeon R7 M445
477,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
541,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,1TB HDD,,1000,0,"1,000",AMD Radeon R7 M445,Windows 10,Core i5-4200U,AMD Radeon R7 M445
197,Asus,2 in 1 Convertible,15.6,Touchscreen 1366x768,Touchscreen, 1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,1TB HDD,,1000,0,"1,000",Intel HD Graphics 520,Windows 10,Core i5-4200U,Intel HD Graphics 520
791,HP,Notebook,15.6,Touchscreen 1366x768,Touchscreen, 1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
903,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 6300HQ 2.3GHz,Core i5 6300HQ 2.3GHz,Core i5 6300HQ ,4GB,4,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 950M,Windows 10,Core i5-7300HQ,NVIDIA GeForce GTX 950M
185,Asus,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 6300HQ 2.3GHz,Core i5 6300HQ 2.3GHz,Core i5 6300HQ ,4GB,4,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 950M,No OS,Core i5-7300HQ,NVIDIA GeForce GTX 950M
1019,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 6200U 2.3GHz,Core i5 6200U 2.3GHz,Core i5 6200U ,4GB,4,1TB HDD,,1000,0,"1,000",Intel HD Graphics 520,No OS,Core i5-4200U,Intel HD Graphics 520
884,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 6200U 2.3GHz,Core i5 6200U 2.3GHz,Core i5 6200U ,8GB,8,1TB HDD,,1000,0,"1,000",AMD Radeon R5 M330,No OS,Core i5-4200U,AMD Radeon R5 M330
882,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 6200U 2.3GHz,Core i5 6200U 2.3GHz,Core i5 6200U ,8GB,8,1.0TB Hybrid,,1000,0,"1,000",AMD Radeon R5 M330,Windows 10,Core i5-4200U,AMD Radeon R5 M330
377,Dell,Notebook,13.3,Full HD / Touchscreen 1920x1080,Full HD / Touchscreen ,1920x1080,Intel Core i5 6200U 2.3GHz,Core i5 6200U 2.3GHz,Core i5 6200U ,8GB,8,1TB HDD,,1000,0,"1,000",Intel HD Graphics 520,Windows 10,Core i5-4200U,Intel HD Graphics 520
904,Lenovo,Notebook,17.3,1600x900,Regular,1600x900,Intel Core i5 6200U 2.3GHz,Core i5 6200U 2.3GHz,Core i5 6200U ,8GB,8,1.0TB HDD,,1000,0,"1,000",AMD Radeon R5 M330,Windows 10,Core i5-4200U,AMD Radeon R5 M330
96,Acer,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i3 7130U 2.7GHz,Core i3 7130U 2.7GHz,Core i3 7130U ,4GB,4,1TB HDD,,1000,0,"1,000",Nvidia GeForce MX130,Windows 10,Core i3-7340,NVIDIA GeForce MX130
88,Acer,Notebook,17.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i3 7130U 2.7GHz,Core i3 7130U 2.7GHz,Core i3 7130U ,4GB,4,1TB HDD,,1000,0,"1,000",Nvidia GeForce MX130,Windows 10,Core i3-7340,NVIDIA GeForce MX130
101,Acer,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i3 7130U 2.7GHz,Core i3 7130U 2.7GHz,Core i3 7130U ,4GB,4,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Linux,Core i3-7340,Intel HD Graphics 620
25,Acer,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i3 7100U 2.4GHz,Core i3 7100U 2.4GHz,Core i3 7100U ,4GB,4,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10,Core i3-7100,Intel HD Graphics 620
409,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Full HD / Touchscreen ,1920x1080,Intel Core i3 7100U 2.4GHz,Core i3 7100U 2.4GHz,Core i3 7100U ,4GB,4,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10,Core i3-7100,Intel HD Graphics 620
98,Acer,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i3 7100U 2.4GHz,Core i3 7100U 2.4GHz,Core i3 7100U ,4GB,4,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10,Core i3-7100,Intel HD Graphics 620
148,Asus,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i3 7100U 2.4GHz,Core i3 7100U 2.4GHz,Core i3 7100U ,4GB,4,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10,Core i3-7100,Intel HD Graphics 620
251,Asus,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i3 7100U 2.4GHz,Core i3 7100U 2.4GHz,Core i3 7100U ,4GB,4,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10,Core i3-7100,Intel HD Graphics 620
460,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i3 7100U 2.4GHz,Core i3 7100U 2.4GHz,Core i3 7100U ,4GB,4,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10,Core i3-7100,Intel HD Graphics 620
92,Acer,Notebook,15.6,IPS Panel Full HD / Touchscreen 1920x1080,IPS Panel Full HD / Touchscreen ,1920x1080,Intel Core i3 7100U 2.4GHz,Core i3 7100U 2.4GHz,Core i3 7100U ,6GB,6,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10,Core i3-7100,Intel HD Graphics 620
286,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i3 7100U 2.4GHz,Core i3 7100U 2.4GHz,Core i3 7100U ,6GB,6,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10,Core i3-7100,Intel HD Graphics 620
289,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i3 7100U 2.4GHz,Core i3 7100U 2.4GHz,Core i3 7100U ,6GB,6,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10,Core i3-7100,Intel HD Graphics 620
292,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i3 7100U 2.4GHz,Core i3 7100U 2.4GHz,Core i3 7100U ,6GB,6,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10,Core i3-7100,Intel HD Graphics 620
525,Dell,Notebook,15.6,Touchscreen 1366x768,Touchscreen, 1366x768,Intel Core i3 7100U 2.4GHz,Core i3 7100U 2.4GHz,Core i3 7100U ,6GB,6,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10,Core i3-7100,Intel HD Graphics 620
217,Asus,Notebook,35.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i3 7100U 2.4GHz,Core i3 7100U 2.4GHz,Core i3 7100U ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce 940MX,Linux,Core i3-7100,NVIDIA GeForce 940MX
1133,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i3 7100U 2.4GHz,Core i3 7100U 2.4GHz,Core i3 7100U ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce 940MX,No OS,Core i3-7100,NVIDIA GeForce 940MX
775,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i3 7100U 2.4GHz,Core i3 7100U 2.4GHz,Core i3 7100U ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce 930MX,Windows 10,Core i3-7100,NVIDIA GeForce 930MX
534,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i3 7100U 2.4GHz,Core i3 7100U 2.4GHz,Core i3 7100U ,8GB,8,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10,Core i3-7100,Intel HD Graphics 620
300,Dell,Notebook,15.6,Touchscreen 1366x768,Touchscreen, 1366x768,Intel Core i3 7100U 2.4GHz,Core i3 7100U 2.4GHz,Core i3 7100U ,8GB,8,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10,Core i3-7100,Intel HD Graphics 620
340,Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,IPS Panel Full HD / Touchscreen ,1920x1080,Intel Core i3 6100U 2.3GHz,Core i3 6100U 2.3GHz,Core i3 6100U ,4GB,4,1TB HDD,,1000,0,"1,000",Intel HD Graphics 520,Windows 10,Core i3-4100U,Intel HD Graphics 520
1004,Lenovo,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i3 6100U 2.3GHz,Core i3 6100U 2.3GHz,Core i3 6100U ,8GB,8,1TB HDD,,1000,0,"1,000",Intel HD Graphics 520,Windows 10,Core i3-4100U,Intel HD Graphics 520
503,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i3 6006U 2.0GHz,Core i3 6006U 2.0GHz,Core i3 6006U ,4GB,4,1TB HDD,,1000,0,"1,000",AMD Radeon R5 M430,Linux,Core i7-4600U,AMD Radeon R5 M430
940,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i3 6006U 2.0GHz,Core i3 6006U 2.0GHz,Core i3 6006U ,4GB,4,1TB HDD,,1000,0,"1,000",Intel HD Graphics 520,No OS,Core i7-4600U,Intel HD Graphics 520
357,Dell,Notebook,17.3,1600x900,Regular,1600x900,Intel Core i3 6006U 2.0GHz,Core i3 6006U 2.0GHz,Core i3 6006U ,4GB,4,1TB HDD,,1000,0,"1,000",AMD Radeon R7 M445,Windows 10,Core i7-4600U,AMD Radeon R7 M445
352,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i3 6006U 2.0GHz,Core i3 6006U 2.0GHz,Core i3 6006U ,4GB,4,1TB HDD,,1000,0,"1,000",AMD Radeon R5 M430,Linux,Core i7-4600U,AMD Radeon R5 M430
360,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i3 6006U 2.0GHz,Core i3 6006U 2.0GHz,Core i3 6006U ,4GB,4,1TB HDD,,1000,0,"1,000",Intel HD Graphics 520,Windows 10,Core i7-4600U,Intel HD Graphics 520
369,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i3 6006U 2.0GHz,Core i3 6006U 2.0GHz,Core i3 6006U ,4GB,4,1TB HDD,,1000,0,"1,000",AMD Radeon R5 M420X,Windows 10,Core i7-4600U,AMD Radeon R5 M420
371,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i3 6006U 2.0GHz,Core i3 6006U 2.0GHz,Core i3 6006U ,4GB,4,1TB HDD,,1000,0,"1,000",AMD Radeon R5 M420X,Linux,Core i7-4600U,AMD Radeon R5 M420
430,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i3 6006U 2.0GHz,Core i3 6006U 2.0GHz,Core i3 6006U ,4GB,4,1TB HDD,,1000,0,"1,000",Intel HD Graphics 520,Linux,Core i7-4600U,Intel HD Graphics 520
431,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i3 6006U 2.0GHz,Core i3 6006U 2.0GHz,Core i3 6006U ,4GB,4,1TB HDD,,1000,0,"1,000",Intel HD Graphics 520,Linux,Core i7-4600U,Intel HD Graphics 520
885,Lenovo,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i3 6006U 2.0GHz,Core i3 6006U 2.0GHz,Core i3 6006U ,4GB,4,1TB HDD,,1000,0,"1,000",Intel HD Graphics 520,No OS,Core i7-4600U,Intel HD Graphics 520
8,Acer,Notebook,17.3,1600x900,Regular,1600x900,Intel Core i3 6006U 2.0GHz,Core i3 6006U 2.0GHz,Core i3 6006U ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce 940MX,Windows 10,Core i7-4600U,NVIDIA GeForce 940MX
880,Lenovo,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i3 6006U 2.0GHz,Core i3 6006U 2.0GHz,Core i3 6006U ,8GB,8,1TB HDD,,1000,0,"1,000",Intel HD Graphics 520,Windows 10,Core i7-4600U,Intel HD Graphics 520
58,Acer,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i3 6006U 2GHz,Core i3 6006U 2GHz,Core i3 6006,4GB,4,1TB HDD,,1000,0,"1,000",Nvidia GeForce 940MX,Windows 10,Core i3-560,NVIDIA GeForce 940MX
262,Asus,Notebook,17.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i3 6006U 2GHz,Core i3 6006U 2GHz,Core i3 6006,4GB,4,1TB HDD,,1000,0,"1,000",Nvidia GeForce 920MX,Windows 10,Core i3-560,NVIDIA GeForce 920MX
278,Asus,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i3 6006U 2GHz,Core i3 6006U 2GHz,Core i3 6006,4GB,4,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Linux,Core i3-560,Intel HD Graphics 620
540,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i3 6006U 2GHz,Core i3 6006U 2GHz,Core i3 6006,4GB,4,1TB HDD,,1000,0,"1,000",AMD Radeon R5 M430,Windows 10,Core i3-560,AMD Radeon R5 M430
588,HP,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i3 6006U 2GHz,Core i3 6006U 2GHz,Core i3 6006,4GB,4,1TB HDD,,1000,0,"1,000",Intel HD Graphics 520,Windows 10,Core i3-560,Intel HD Graphics 520
764,HP,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i3 6006U 2GHz,Core i3 6006U 2GHz,Core i3 6006,4GB,4,1TB HDD,,1000,0,"1,000",AMD Radeon 520,Windows 10,Core i3-560,AMD Radeon 520 Mobile
783,HP,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i3 6006U 2GHz,Core i3 6006U 2GHz,Core i3 6006,4GB,4,1TB HDD,,1000,0,"1,000",Intel HD Graphics 520,Windows 10,Core i3-560,Intel HD Graphics 520
878,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i3 6006U 2GHz,Core i3 6006U 2GHz,Core i3 6006,4GB,4,1TB HDD,,1000,0,"1,000",Nvidia GeForce 920MX,Windows 10,Core i3-560,NVIDIA GeForce 920MX
935,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i3 6006U 2GHz,Core i3 6006U 2GHz,Core i3 6006,4GB,4,1TB HDD,,1000,0,"1,000",AMD Radeon R5 M430,No OS,Core i3-560,AMD Radeon R5 M430
995,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i3 6006U 2GHz,Core i3 6006U 2GHz,Core i3 6006,4GB,4,1TB HDD,,1000,0,"1,000",Nvidia GeForce 920MX,Windows 10,Core i3-560,NVIDIA GeForce 920MX
1077,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i3 6006U 2GHz,Core i3 6006U 2GHz,Core i3 6006,4GB,4,1TB HDD,,1000,0,"1,000",Intel HD Graphics 520,Windows 10,Core i3-560,Intel HD Graphics 520
1126,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i3 6006U 2GHz,Core i3 6006U 2GHz,Core i3 6006,4GB,4,1TB HDD,,1000,0,"1,000",Intel HD Graphics 520,Windows 10,Core i3-560,Intel HD Graphics 520
6,Acer,Notebook,17.3,1600x900,Regular,1600x900,Intel Core i3 6006U 2GHz,Core i3 6006U 2GHz,Core i3 6006,4GB,4,1TB HDD,,1000,0,"1,000",Nvidia GeForce 940MX,Windows 10,Core i3-560,NVIDIA GeForce 940MX
1096,Lenovo,Notebook,17.3,1600x900,Regular,1600x900,Intel Core i3 6006U 2GHz,Core i3 6006U 2GHz,Core i3 6006,4GB,4,1TB HDD,,1000,0,"1,000",Intel HD Graphics 520,Windows 10,Core i3-560,Intel HD Graphics 520
76,Acer,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i3 6006U 2GHz,Core i3 6006U 2GHz,Core i3 6006,4GB,4,1TB HDD,,1000,0,"1,000",Intel HD Graphics 520,Linux,Core i3-560,Intel HD Graphics 520
87,Acer,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i3 6006U 2GHz,Core i3 6006U 2GHz,Core i3 6006,4GB,4,1TB HDD,,1000,0,"1,000",Intel HD Graphics 520,Windows 10,Core i3-560,Intel HD Graphics 520
417,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i3 6006U 2GHz,Core i3 6006U 2GHz,Core i3 6006,4GB,4,1TB HDD,,1000,0,"1,000",AMD Radeon R5 M430,Windows 10,Core i3-560,AMD Radeon R5 M430
433,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i3 6006U 2GHz,Core i3 6006U 2GHz,Core i3 6006,4GB,4,1TB HDD,,1000,0,"1,000",AMD Radeon R5 M420,Linux,Core i3-560,AMD Radeon R5 M420
